REF,Company,Company_Location,Year_Reviewed,Bean_Origin,Cocoa_Percent,Characteristics,Rating,S_Bean_Origin,Number_Ingredients,Ingredient_B,Ingredient_C,Ingredient_L,Ingredient_S,Ingredient_S*,Ingredient_Sa,Ingredient_V
1980,Bar Au Chocolat,U.S.A.,2017,Costa Rica,72.0,"slightly dry, cocoa, berry",3.5,"Turrialba, Cartago P.",2,1,0,0,1,0,0,0
1980,Bar Au Chocolat,U.S.A.,2017,Trinidad,80.0,"intense, tangy, alcohol",3.5,Montserrat Hills,2,1,0,0,1,0,0,0
955,Baravelli's,Wales,2012,Costa Rica,80.0,"gritty, floral, vanilla",2.75,single estate,4,1,1,0,1,0,0,1
1880,Batch,U.S.A.,2016,Ecuador,65.0,"sandy, floral, sweet",3.25,Ecuador,3,1,1,0,1,0,0,0
1840,Batch,U.S.A.,2016,Dominican Republic,65.0,"creamy, sweet, fudgey",3.5,"Dominican Republic, Batch 3",3,1,1,0,1,0,0,0
1868,Batch,U.S.A.,2016,Brazil,70.0,"strawberry, candy flavor",3.75,Brazil,3,1,1,0,1,0,0,0
2374,Bean,U.K.,2019,Peru,70.0,"strong vanilla, off notes",2.25,Peru,4,1,1,0,1,0,0,1
1948,Beau Cacao,U.K.,2017,Malaysia,73.0,"caramel, spice, earthy",3.0,"Asajaya E, NW Borneo, b. #132/4500",3,1,1,0,1,0,0,0
1948,Beau Cacao,U.K.,2017,Malaysia,72.0,"smokey, woody, tobacco",3.25,"Serian E., NW Borneo, b. #134/3800",3,1,1,0,1,0,0,0
1784,Beehive,U.S.A.,2016,Brazil,80.0,"intense, bitter, dry",2.75,"Brazil, Batch 20316",3,1,1,0,1,0,0,0
1784,Beehive,U.S.A.,2016,Dominican Republic,70.0,"sandy, sweet, molasses",2.75,"Dominican Republic, Batch 31616",3,1,1,0,1,0,0,0
1784,Beehive,U.S.A.,2016,Ecuador,70.0,"intense, floral, black pepper",2.75,"Ecuador, Batch 31516",3,1,1,0,1,0,0,0
1788,Beehive,U.S.A.,2016,Ecuador,90.0,"intense floral, bitter, earthy",2.75,Ecuador,3,1,1,0,1,0,0,0
586,Belcolade,Belgium,2010,Costa Rica,64.0,"pastey, nutty",2.75,Costa Rica,4,1,1,1,1,0,0,0
586,Belcolade,Belgium,2010,Papua New Guinea,64.0,"intense, smokey",2.75,Papua New Guinea,4,1,1,1,1,0,0,0
586,Belcolade,Belgium,2010,Peru,64.0,"sticky, moss, nuts",2.75,Peru,4,1,1,1,1,0,0,0
586,Belcolade,Belgium,2010,Ecuador,71.0,"dry, cinamon, nutmeg",3.5,Ecuador,4,1,1,1,1,0,0,0
1804,Bellflower,U.S.A.,2016,Bolivia,70.0,"oily, complex, pungent",3.25,"Alto Beni, Palos Blanco",3,1,1,0,1,0,0,0
1800,Bellflower,U.S.A.,2016,Tanzania,70.0,"sticky, delicate, melon",3.5,"Kokao Kamili, Kilombero Valley",3,1,1,0,1,0,0,0
1864,Bellflower,U.S.A.,2016,Dominican Republic,70.0,"caramel, mild dried fruit",3.5,"Oko Caribe, Duarte P.",2,1,0,0,1,0,0,0
2190,Belvie,Vietnam,2018,Vietnam,75.0,"high acidity, nutty, roasty",3.25,Lam Dong,3,1,1,0,1,0,0,0
2648,Belvie,Vietnam,2021,Vietnam,70.0,dominate cocoa notes,3.75,Ben Tre,3,1,1,0,1,0,0,0
1768,Belyzium,Germany,2016,Belize,83.0,"unbalanced, tangy, pungent",2.75,"Belize south, low fermentation",3,1,1,0,1,0,0,0
1768,Belyzium,Germany,2016,Belize,78.0,"sweet, nibby, green",3.0,Belize south,3,1,1,0,1,0,0,0
1768,Belyzium,Germany,2016,Belize,83.0,"balanced, complex, berry",3.5,Belize south,3,1,1,0,1,0,0,0
2246,Benns,Singapore,2018,Vietnam,72.0,"gummy, roasty, fatty",3.0,Vung Tau,4,1,1,1,1,0,0,0
2246,Benns,Singapore,2018,India,72.0,"gummy, fatty, sour",3.0,"Anamalai, 2018 harvest",4,1,1,1,1,0,0,0
2246,Benns,Singapore,2018,Malaysia,72.0,"off aroma, smokey, off note",3.0,"Sungai Ruan, Koh Farm",4,1,1,1,1,0,0,0
773,Benoit Nihant,Belgium,2011,Madagascar,72.0,"intense,red berry,strawberry",3.75,"Somia Plantation, Sambirano, 70hr C",3,1,1,0,1,0,0,0
757,Benoit Nihant,Belgium,2011,Indonesia,72.0,"smokey, raspberries, cocoa",4.0,"Bali, Sukrama Bros. Farm, Melaya, 62hr C",3,1,1,0,1,0,0,0
1141,Benoit Nihant,Belgium,2013,Cuba,74.0,"tobacco, dairy, sour",3.5,Baracoa,3,1,1,0,1,0,0,0
1141,Benoit Nihant,Belgium,2013,Venezuela,74.0,"nutty, roasty, dairy",3.5,Cuyagua Village,3,1,1,0,1,0,0,0
1141,Benoit Nihant,Belgium,2013,Venezuela,74.0,"mocha, intense, sweet",3.5,Chuao,3,1,1,0,1,0,0,0
1141,Benoit Nihant,Belgium,2013,Ecuador,73.0,cinamon and nutmeg,4.0,Rio Peripa H.,3,1,1,0,1,0,0,0
797,Bernachon,France,2012,Blend,55.0,"sweet, vanilla, cocoa",2.75,Nature,5,1,1,1,1,0,0,1
508,Beschle (Felchlin),Switzerland,2010,Venezuela,70.0,"creamy, macadamia, pepper",3.25,"Carenero S., Barlovento, Grand Cru",3,1,1,0,1,0,0,0
508,Beschle (Felchlin),Switzerland,2010,Venezuela,74.0,"nutty, light toffee, mild musty",3.25,"Porcelana, Premier Cru, Quizas No. 1",3,1,1,0,1,0,0,0
508,Beschle (Felchlin),Switzerland,2010,Indonesia,64.0,"ham-like, smokey, banana",3.5,"Java, Grand Cru",3,1,1,0,1,0,0,0
508,Beschle (Felchlin),Switzerland,2010,Venezuela,72.0,"dark cocoa, spicy pepper",3.5,"Ocumare, Premier Cru, Quizas No. 2",3,1,1,0,1,0,0,0
636,Beschle (Felchlin),Switzerland,2011,Madagascar,64.0,"chunky, nutty, banana",3.0,Madagascar,3,1,1,0,1,0,0,0
636,Beschle (Felchlin),Switzerland,2011,Venezuela,88.0,"bitter then nutty rustic, earthy",3.0,Maracaibo,3,1,1,0,1,0,0,0
636,Beschle (Felchlin),Switzerland,2011,Venezuela,72.0,"creamy, banana, rich",3.5,"Indigena Amazonia, Grand Cru, Quizas",3,1,1,0,1,0,0,0
636,Beschle (Felchlin),Switzerland,2011,Ecuador,72.0,"creamy, nutty, cocoa",4.0,Ecuador,3,1,1,0,1,0,0,0
1482,Bisou,U.S.A.,2015,Nicaragua,76.0,"bitter, molasses, flour",2.5,"Nicaragua, American style",2,1,0,0,1,0,0,0
1486,Bisou,U.S.A.,2015,Costa Rica,76.0,"molasses, metallic, earthy",2.5,"San Andres, American style",2,1,0,0,1,0,0,0
1486,Bisou,U.S.A.,2015,Costa Rica,78.0,"sour, tart, molasses",2.5,"San Andres, silk",4,1,1,0,1,0,0,1
1486,Bisou,U.S.A.,2015,Belize,86.0,"mild bitter, diluted, vanilla",3.25,Belize,4,1,1,0,1,0,0,1
2088,Bitacora,Venezuela,2018,Venezuela,70.0,"gritty, spicy, earthy",3.0,Merida,4,1,1,1,1,0,0,0
2088,Bitacora,Venezuela,2018,Venezuela,70.0,"fatty, bland, nutty",3.0,Carabobo,4,1,1,1,1,0,0,0
2084,Bitacora,Venezuela,2018,Venezuela,70.0,"smooth texture, earthy, nutty",3.5,Aragua,4,1,1,1,1,0,0,0
233,Bittersweet Origins,U.S.A.,2008,Madagascar,71.0,"rich cocoa, red berry, sour",3.0,Sambirano,2,1,0,0,1,0,0,0
256,Bittersweet Origins,U.S.A.,2008,Ghana,70.0,"nutmeg, sour",3.0,Ankasa,2,1,0,0,1,0,0,0
233,Bittersweet Origins,U.S.A.,2008,Panama,75.0,"intense, rum, tea",3.5,Bocas del Toro,2,1,0,0,1,0,0,0
233,Bittersweet Origins,U.S.A.,2008,Dominican Republic,68.0,"nutty, astringent",3.75,Puerto Plata,2,1,0,0,1,0,0,0
414,Bittersweet Origins,U.S.A.,2009,Dominican Republic,75.0,"chalky, strong, harsh smoke",3.0,Puerto Plata,2,1,0,0,1,0,0,0
423,Bittersweet Origins,U.S.A.,2009,Madagascar,75.0,"rustic, red berry, woody",3.25,Sambirano,2,1,0,0,1,0,0,0
414,Bittersweet Origins,U.S.A.,2009,Dominican Republic,65.0,"intense marshmallow, cocoa",3.5,Puerto Plata,2,1,0,0,1,0,0,0
431,Bittersweet Origins,U.S.A.,2009,Madagascar,65.0,chocolate covered cherries,3.5,Sambirano,2,1,0,0,1,0,0,0
558,Bittersweet Origins,U.S.A.,2010,Indonesia,65.0,"pastey, off spicey, nutty",2.75,"Bali, Singaraja",2,1,0,0,1,0,0,0
565,Bittersweet Origins,U.S.A.,2010,Madagascar,70.0,"red berry, strong wine, sour",3.0,"Sambirano, 2009",2,1,0,0,1,0,0,0
565,Bittersweet Origins,U.S.A.,2010,Venezuela,78.0,"nutty, mild bitter",3.0,"Ocumare, prototype",2,1,0,0,1,0,0,0
478,Bittersweet Origins,U.S.A.,2010,Indonesia,75.0,"dry, cardamom, medicinal",3.25,"Bali, Singaraja",2,1,0,0,1,0,0,0
502,Bittersweet Origins,U.S.A.,2010,Blend,70.0,"robust, cocoa, fruity",3.75,"2009 Hapa Nibby, Dominican Rep., Bali",2,1,0,0,1,0,0,0
963,Bittersweet Origins,U.S.A.,2012,Ghana,72.0,"roasted nuts, rich, roasty",3.5,Ghana,3,1,1,0,1,0,0,0
2108,Bixby,U.S.A.,2018,Haiti,70.0,"floral, molasses, chemical",3.0,Haiti,2,1,0,0,1,0,0,0
2114,Bixby,U.S.A.,2018,Guatemala,70.0,"molasses, earthy, spicy",3.0,Guatemala,2,1,0,0,1,0,0,0
2114,Bixby,U.S.A.,2018,Dominican Republic,70.0,"sweet, sour milk",3.25,Dominican Republic,2,1,0,0,1,0,0,0
2422,Bixby,U.S.A.,2019,Belize,70.0,"off, rubbery, burnt molasses",2.75,Belize,2,1,0,0,1,0,0,0
256,Black Mountain,U.S.A.,2008,Dominican Republic,70.0,"unrefined, fruity",2.75,La Red,3,1,1,0,1,0,0,0
256,Black Mountain,U.S.A.,2008,Venezuela,70.0,"sweet grass, muted spice",2.75,Carenero Superior,3,1,1,0,1,0,0,0
256,Black Mountain,U.S.A.,2008,Nicaragua,70.0,"rich, leather, woodsy",3.0,Matiguas,3,1,1,0,1,0,0,0
2574,Black Mountain,U.S.A.,2021,Dominican Republic,70.0,"bright fruit, crisp nibs, cocoa",3.75,"""Cocoa Nibs"", Hispaniola w/ nibs",4,1,1,1,1,0,0,0
1331,Black River (A. Morin),U.K.,2014,Jamaica,70.0,"fatty, nutty",2.75,Blue Mountain Region,4,1,1,1,1,0,0,0
2590,Black Sheep,U.S.A.,2021,Colombia,72.0,"burnt caramel, cocoa, floral",3.25,Sierra Nevada,3,1,1,0,1,0,0,0
2590,Black Sheep,U.S.A.,2021,Belize,72.0,honey with subtle tobacco,3.25,Maya Mountain,3,1,1,0,1,0,0,0
322,Blanxart,Spain,2009,Blend,72.0,"oily, flat, woody, sour",2.75,Organic Dark,4,1,1,0,1,0,0,1
1046,Blanxart,Spain,2013,Congo,82.0,"complex, fruity, mild bitter",3.5,"Congo, Grand Cru",4,1,1,0,1,0,0,1
911,Blue Bandana,U.S.A.,2012,Guatemala,70.0,"chewy, complex,black pepper",3.5,Guatemala,3,1,1,0,1,0,0,0
911,Blue Bandana,U.S.A.,2012,Madagascar,70.0,"gritty, tart red berry,powerful",3.75,Madagascar,3,1,1,0,1,0,0,0
1752,Blue Bandana,U.S.A.,2016,Guatemala,75.0,"roasty, coffee, earthy",2.75,Lachua,2,1,0,0,1,0,0,0
1756,Blue Bandana,U.S.A.,2016,Dominican Republic,75.0,"astringent, sour, coffee",3.0,Zorzal Reserva,2,1,0,0,1,0,0,0
1740,Blue Bandana,U.S.A.,2016,Madagascar,82.0,"sandy, tart, sour, sweet",3.5,"Akesson's E., Sambirano V.",2,1,0,0,1,0,0,0
1752,Blue Bandana,U.S.A.,2016,Tanzania,75.0,"bready, melon",3.5,Kokoa Kamili,2,1,0,0,1,0,0,0
1996,Boho,U.S.A.,2017,Belize,70.0,pungent off flavor,2.75,Maya Mtn,3,1,1,0,1,0,0,0
2290,Bonaterra,Malaysia,2019,Malaysia,68.0,"sweet, dirty, off notes",2.5,"Keningau, Borneo Island",2,1,0,0,1,0,0,0
2290,Bonaterra,Malaysia,2019,Malaysia,72.0,"sweet, fruit, chemical off note",2.75,"Kota Marudu, Borneo Island",2,1,0,0,1,0,0,0
2290,Bonaterra,Malaysia,2019,Malaysia,74.0,"grassy, savory, sour",3.25,"Tawau, Borneo Island",2,1,0,0,1,0,0,0
81,Bonnat,France,2006,Sri Lanka,75.0,"vegetal, dominant tobacco",3.0,Ceylan,3,1,1,0,1,0,0,0
24,Bonnat,France,2006,Blend,75.0,"spice, woodsy, long lasting",3.75,"Carribean, Trinite",3,1,1,0,1,0,0,0
32,Bonnat,France,2006,Venezuela,75.0,"sandy, creamy, berry",3.75,"Ocumare, Puerto Cabello",3,1,1,0,1,0,0,0
75,Bonnat,France,2006,Madagascar,75.0,"mellow, tart, coffee",3.75,Madagascar,3,1,1,0,1,0,0,0
48,Bonnat,France,2006,Venezuela,75.0,"creamy, fatty, floral",4.0,"Maracaibo, El Rosario",3,1,1,0,1,0,0,0
81,Bonnat,France,2006,Venezuela,75.0,"creamy, coconut, tang",4.0,Chuao,3,1,1,0,1,0,0,0
123,Bonnat,France,2007,Ecuador,75.0,"dry, floral, bitter",2.5,Equateur,3,1,1,0,1,0,0,0
199,Bonnat,France,2008,Venezuela,75.0,"creamy, strawberry, nutty",4.0,"Porcelana, Venezuela",3,1,1,0,1,0,0,0
336,Bonnat,France,2009,Peru,75.0,"flat, bread, earthy",2.75,"Porcelana, Apotequil",3,1,1,0,1,0,0,0
331,Bonnat,France,2009,Ivory Coast,75.0,"oily, intense cocoa, sl. Burnt",3.0,Ivory Coast,3,1,1,0,1,0,0,0
336,Bonnat,France,2009,Mexico,75.0,"mild bitter, nut, possible mold",3.0,"Porcelana, Tabasco, Marfil de Blanco",3,1,1,0,1,0,0,0
395,Bonnat,France,2009,Mexico,75.0,"fatty, roasty, earthy",3.0,"Xoconusco, cacao Real",3,1,1,0,1,0,0,0
761,Bonnat,France,2011,Jamaica,75.0,"oily, creamy, woody",3.25,Jamaique,3,1,1,0,1,0,0,0
629,Bonnat,France,2011,Cuba,75.0,"fatty, raisin, grape",3.5,Cuba,3,1,1,0,1,0,0,0
629,Bonnat,France,2011,Peru,75.0,"roasty, woody, mint",3.5,"Cusco, Cacao Cusco",3,1,1,0,1,0,0,0
629,Bonnat,France,2011,Peru,75.0,"creamy, cocoa, smokey",3.5,Piura Blanco,3,1,1,0,1,0,0,0
672,Bonnat,France,2011,Brazil,75.0,"oily,fatty, rich, nutty",3.5,Juliana,3,1,1,0,1,0,0,0
629,Bonnat,France,2011,Brazil,75.0,"chunky, very grassy, mild mint",3.75,Libanio,3,1,1,0,1,0,0,0
629,Bonnat,France,2011,Haiti,75.0,"grassy, black pepper",4.0,Haiti,3,1,1,0,1,0,0,0
629,Bonnat,France,2011,Madagascar,75.0,"fatty, spicy, gentle roast",4.0,"Madagascar, 100% criollo",3,1,1,0,1,0,0,0
1042,Bonnat,France,2013,Gabon,75.0,"fatty, roasty, black pepper",3.25,Gabon,3,1,1,0,1,0,0,0
1038,Bonnat,France,2013,Brazil,75.0,"oily, roasted nuts, rich cocoa",3.5,Maragnam,3,1,1,0,1,0,0,0
1418,Bonnat,France,2014,Dominican Republic,75.0,"roasty, tobacco, earthy",3.25,"Los Colorados, Santo Domingo, Equateur",3,1,1,0,1,0,0,0
1418,Bonnat,France,2014,Blend,65.0,"complex, brownie,mint, spice",3.75,"Surfin, Venez,Africa,Brasil,Peru,Mex",3,1,1,0,1,0,0,0
1339,Bonnat,France,2014,Brazil,75.0,"creamy, homey, nutty",4.0,Kaori,3,1,1,0,1,0,0,0
1912,Bonnat,France,2016,Mexico,75.0,"heavy roast, fatty, gateway",3.5,Selva Maya,3,1,1,0,1,0,0,0
2246,Bonnat,France,2018,Peru,75.0,"oily, subtle, mild coffee",4.0,Madre de Dios,3,1,1,0,1,0,0,0
2250,Bonnat,France,2018,Blend,75.0,"creamy, rich, complex",4.0,"El Rosario, Xoconuzco, Cusco, Sambirano",3,1,1,0,1,0,0,0
2554,Bonnat,France,2021,Nicaragua,75.0,"bold, woody, nut, roasty, creamy",3.75,"El Castillero, Indio Maiz",3,1,1,0,1,0,0,0
316,Bouga Cacao (Tulicorp),Ecuador,2009,Ecuador,77.0,"sticky, lavendar, molasses",3.25,"El Oro, Hacienda de Oro",2,1,0,0,1,0,0,0
2254,Brasstown,U.S.A.,2018,Ecuador,75.0,"balanced, floral, honey",3.5,Esmeraldas,3,1,1,0,1,0,0,0
2194,Brasstown,U.S.A.,2018,Peru,70.0,"sweet, rich mocha, acidic",3.75,Ucayali,3,1,1,0,1,0,0,0
2096,Brasstown,U.S.A.,2018,Bolivia,70.0,"nuts, fruit",4.0,"Wild Bolivia, Sucre",3,1,1,0,1,0,0,0
2542,Brasstown,U.S.A.,2021,Tanzania,62.0,"very sweet, melon, caramel",3.0,Kokoa Kamili,3,1,1,0,1,0,0,0
1125,Brasstown aka It's Chocolate,U.S.A.,2013,Dominican Republic,72.0,"oily, vanilla, caramel, dairy",3.0,Cooproagro,5,1,1,1,1,0,0,1
1125,Brasstown aka It's Chocolate,U.S.A.,2013,Ecuador,70.0,"intense, alocohol, floral",3.25,"Camino Verde, Guayas",5,1,1,1,1,0,0,1
1129,Brasstown aka It's Chocolate,U.S.A.,2013,Ghana,75.0,"fatty, brownie, nutty",3.5,Ghana,5,1,1,1,1,0,0,1
1129,Brasstown aka It's Chocolate,U.S.A.,2013,Venezuela,85.0,"intense, cooked banana",3.5,"Chuao, Mantuano blend",5,1,1,1,1,0,0,1
1255,Brasstown aka It's Chocolate,U.S.A.,2014,Belize,70.0,"intense, cocoa, complex",3.75,Maya Mountain,3,1,1,0,1,0,0,0
1355,Brasstown aka It's Chocolate,U.S.A.,2014,Venezuela,70.0,"intense, raisins, roasty",4.0,Chuao,3,1,1,0,1,0,0,0
1462,Brasstown aka It's Chocolate,U.S.A.,2015,Dominican Republic,68.0,"complex, brownie, lime, rich",3.75,Conacado,3,1,1,0,1,0,0,0
1868,Brasstown aka It's Chocolate,U.S.A.,2016,Venezuela,70.0,"nutty, slight hammy, rich",3.5,"Guasare, Zulia Prov.",3,1,1,0,1,0,0,0
1868,Brasstown aka It's Chocolate,U.S.A.,2016,Nicaragua,70.0,"simple, rich cocoa",3.75,"O'payo, Waslala",3,1,1,0,1,0,0,0
1980,Brasstown aka It's Chocolate,U.S.A.,2017,Dominican Republic,70.0,"earthy, cherries",3.25,Elvesia P.,3,1,1,0,1,0,0,0
1984,Brasstown aka It's Chocolate,U.S.A.,2017,Ecuador,75.0,"sandy, floral, honey",3.75,Manabi,3,1,1,0,1,0,0,0
1518,Brazen,U.S.A.,2015,Madagascar,80.0,"bitter, tart, acidic",2.75,Ambolikapiky P.,3,1,1,0,1,0,0,0
1514,Brazen,U.S.A.,2015,Dominican Republic,60.0,"roasty, sweet, brownie",3.0,Elvesia P.,3,1,1,0,1,0,0,0
1514,Brazen,U.S.A.,2015,Dominican Republic,80.0,"bitter, dark berry, fatty",3.25,Elvesia P.,3,1,1,0,1,0,0,0
1518,Brazen,U.S.A.,2015,Belize,80.0,"mild smoke, raisins, coffee",3.25,Maya Mountain,3,1,1,0,1,0,0,0
1518,Brazen,U.S.A.,2015,Madagascar,60.0,"citrus, sweet, cocoa",3.25,Ambolikapkly P.,3,1,1,0,1,0,0,0
1514,Brazen,U.S.A.,2015,Guatemala,70.0,"tart, tea, leather, sour",3.5,"Alta Verapaz, 2014",2,1,0,0,1,0,0,0
1149,Breeze Mill,U.S.A.,2013,Jamaica,70.0,"chalky, sandy, tart, bland",3.0,Jamaica,4,1,1,0,1,0,0,1
1235,Bright,Australia,2014,Trinidad,68.0,"fatty, sweet, metallic",2.75,Gran Couva,3,1,1,0,1,0,0,0
1231,Bright,Australia,2014,Madagascar,72.0,"sweet, mild molasses, bland",3.0,Somia Plantation,3,1,1,0,1,0,0,0
1231,Bright,Australia,2014,Dominican Republic,70.0,"spicy, black pepper, banana",3.5,Marabel Farms,3,1,1,0,1,0,0,0
1231,Bright,Australia,2014,Ecuador,72.0,"floral, banana",3.5,"Camino Verde, Balao, Guayas",3,1,1,0,1,0,0,0
1638,Britarev,Russia,2015,Ecuador,70.0,"powdery, floral, molasses",3.25,Ecuador,2,1,0,0,1,0,0,0
1181,Bronx Grrl Chocolate,U.S.A.,2013,Dominican Republic,68.0,"gritty, sweet, brownie",2.75,Dominican Republic,3,1,1,0,1,0,0,0
2052,Bullion,U.K.,2018,Bolivia,70.0,"dirt, earthy, floral",2.5,"Alto Beni, No.2, Batch 17, 2016",3,1,1,0,1,0,0,0
2052,Bullion,U.K.,2018,Guatemala,70.0,roasty and under refined,3.0,"Lanquin, No.3, Batch 21, 2016",3,1,1,0,1,0,0,0
1323,Burnt Fork Bend,U.S.A.,2014,Ecuador,60.0,"sweet, sour dairy",2.5,"Ecuador, Bob Bar",3,1,1,0,1,0,0,0
1299,Burnt Fork Bend,U.S.A.,2014,Trinidad,72.0,"high roast, coffee, spicy",3.25,Trinidad,3,1,1,0,1,0,0,0
1303,Burnt Fork Bend,U.S.A.,2014,Belize,72.0,"roasty, fruit, mild metallic",3.25,Belize,3,1,1,0,1,0,0,0
1303,Burnt Fork Bend,U.S.A.,2014,Blend,72.0,"coffee, high roast, spicy",3.25,Blend,3,1,1,0,1,0,0,0
1299,Burnt Fork Bend,U.S.A.,2014,Ecuador,72.0,"floral, mild citrus, orange",3.5,Mindo,3,1,1,0,1,0,0,0
2314,By Cacao,South Korea,2019,Ecuador,70.0,"smokey, sour",3.0,Ecuador,2,1,0,0,1,0,0,0
2274,Cacai Cacao,Taiwan,2019,Taiwan,70.0,"molasses, sour notes",3.25,Pingtung,2,1,0,0,0,1,0,0
2274,Cacai Cacao,Taiwan,2019,Philippines,70.0,base cocoa w/ palm notes,3.5,Davao,2,1,0,0,0,1,0,0
2330,Cacao 70,Canada,2019,Guatemala,70.0,"off pungent, grassy, melon",3.0,"Monte Grande, lot 001180312",4,1,1,1,1,0,0,0
2266,Cacao 70,Canada,2019,Guatemala,70.0,"vegetal, unique",3.5,Asochivite,4,1,1,1,1,0,0,0
2266,Cacao 70,Canada,2019,Bolivia,70.0,subtle but refreshing,3.75,Beniano,4,1,1,1,1,0,0,0
1606,Cacao Arabuco,Puerto Rico,2015,Puerto Rico,70.0,"dirt, floral, sweet",2.5,Puerto Rico,2,1,0,0,1,0,0,0
600,Cacao Atlanta,U.S.A.,2010,Venezuela,75.0,"over roasted, bitter, nutty",2.25,Patanemo,2,1,0,0,1,0,0,0
502,Cacao Atlanta,U.S.A.,2010,Dominican Republic,75.0,"oily, buttery, intense",2.5,"Dominican Republic, ""Love Bar""",2,1,0,0,1,0,0,0
502,Cacao Atlanta,U.S.A.,2010,Dominican Republic,75.0,"creamy, burnt wood",2.75,Dominican Republic w/ nibs,2,1,0,0,1,0,0,0
1215,Cacao Atlanta,U.S.A.,2014,Peru,75.0,"roasty, almost burnt, intense",2.5,Tumbes,2,1,0,0,1,0,0,0
141,Cacao Barry,France,2007,Venezuela,72.0,"sandy, dairy, cocoa",2.0,Venezuela,5,1,1,1,1,0,0,1
147,Cacao Barry,France,2007,Mexico,66.0,"creamy, woody, cocoa",3.0,Mexico,5,1,1,1,1,0,0,1
300,Cacao Barry,France,2008,Tanzania,75.0,"dry, flat flavor, astringent",2.0,Tanzania,5,1,1,1,1,0,0,1
586,Cacao Barry,France,2010,Dominican Republic,70.0,"spice, fruit medley, roasty",3.0,Santo Domingo,5,1,1,1,1,0,0,1
1716,Cacao Barry,France,2016,Haiti,65.0,"gritty, sweet, citrus",3.5,Grand 'Anse,5,1,1,1,1,0,0,1
2226,Cacao Betulia,Switzerland,2018,Colombia,72.0,"light color, dirty, musty",2.5,"H. Betulia, Antioquia, B8",2,1,0,0,1,0,0,0
2230,Cacao Betulia,Switzerland,2018,Colombia,72.0,"light color, dirty, astringent",3.0,"H. Betulia, Antioquia, B9",2,1,0,0,1,0,0,0
2226,Cacao Betulia,Switzerland,2018,Colombia,72.0,"light color, creamy, hazelnut",3.75,"H. Betulia, Antioquia, B6",2,1,0,0,1,0,0,0
1391,Cacao de Origen,Venezuela,2014,Venezuela,75.0,"intense, earthy, fuel",2.5,"Agua Fria; Sucre region, H. La Trinidad",2,1,0,0,1,0,0,0
1391,Cacao de Origen,Venezuela,2014,Venezuela,74.0,"nutty, intense, leathery",3.25,"Macuare; Miranda; Chloe formula, H. La Trinidad",2,1,0,0,1,0,0,0
1391,Cacao de Origen,Venezuela,2014,Venezuela,75.0,"bright fruit, strawberry",3.5,"Chuao, Aragua region, H. La Trinidad",2,1,0,0,1,0,0,0
1395,Cacao de Origen,Venezuela,2014,Venezuela,70.0,"fruity, nutty, brownie",3.75,"Chuao, Aragua region, H. La Trinidad",2,1,0,0,1,0,0,0
1668,Cacao de Origen,Venezuela,2015,Venezuela,74.0,"intense, black licorice, nutty",3.25,Hacienda la Trinidad,2,1,0,0,1,0,0,0
1692,Cacao de Origen,Venezuela,2015,Venezuela,75.0,"spicy, nutty, ends sour",3.25,Rio Caribe,2,1,0,0,1,0,0,0
1688,Cacao de Origen,Venezuela,2015,Venezuela,77.0,"assertive, fruity, acidic",3.5,Chuao,2,1,0,0,1,0,0,0
2238,Cacao de Origen,Venezuela,2018,Venezuela,75.0,"sandy, chalky, earthy",2.75,Carupano Pintao,2,1,0,0,1,0,0,0
2278,Cacao de Origen,Venezuela,2019,Venezuela,75.0,"high astringent, sandy, grass",2.5,"Barlovento, Familia Rojas",2,1,0,0,1,0,0,0
2278,Cacao de Origen,Venezuela,2019,Venezuela,70.0,"raspberry, dirty, sour",3.0,Canoabo,2,1,0,0,1,0,0,0
2076,Cacao Gonzales,U.S.A.,2018,Venezuela,70.0,"poor texture, earthy",3.0,Chuao,2,1,0,0,1,0,0,0
1434,Cacao Hunters,Colombia,2014,Colombia,69.0,"green, vegetal, soil, fuel",2.75,"Boyaca, Aprocampa Coop, Pauna",4,1,1,1,1,0,0,0
1434,Cacao Hunters,Colombia,2014,Colombia,70.0,"intense, spice",3.25,Arauca,4,1,1,1,1,0,0,0
1430,Cacao Hunters,Colombia,2014,Colombia,64.0,"intense, marshmallow, fruit",3.5,Sierra Nevada,4,1,1,1,1,0,0,0
1430,Cacao Hunters,Colombia,2014,Colombia,70.0,"earthy, woody, smoke",3.5,Tumaco,4,1,1,1,1,0,0,0
1662,Cacao Hunters,Colombia,2015,Colombia,72.0,"rich, nutty, acidic",3.75,Arhuacos,3,1,1,0,1,0,0,0
1816,Cacao Hunters,Colombia,2016,Colombia,71.0,"distinct, short, dried fruit",3.75,Macondo,3,1,1,0,1,0,0,0
1816,Cacao Hunters,Colombia,2016,Colombia,74.0,"mild cocoa, astringent",3.75,Perla Negra,3,1,1,0,1,0,0,0
1860,Cacao Market,U.S.A.,2016,Honduras,70.0,"deep cocoa, fatty, dairy",3.5,"Jutiapa, lot 050916D",4,1,1,1,1,0,0,0
641,Cacao Prieto,U.S.A.,2011,Dominican Republic,72.0,"rustic, sweet, one dimensional",3.0,"Dominican Republicm, rustic",2,1,0,0,1,0,0,0
647,Cacao Prieto,U.S.A.,2011,Dominican Republic,65.0,"rustic, gritty, sweet, fruit",3.25,"Dominican Republic, rustic",2,1,0,0,1,0,0,0
